,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
3561,A1551,"['360 Brass Round Rod, Unpolished (Mill) Finish, H02 Temper, ASTM B16, 0.25"" Diameter, 36"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" Diameter, 96"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1-5/8"" Diameter, 24"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2"" Diameter, 12"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/2"" Diameter, 24"" Length', '360 Brass Round Rod, Unpolished (Mill) Finish, H02 Temper, ASTM B16, 0.1875"" Diameter, 72"" Length', 'Uxcell a12080700ux0467 Ratio 2:1 50mm Dia Clear Polyolefin Heat Shrinkable Tube 2M 6.6Ft', 'Rigol ADP0150BNC 50 Ohm Impedance Adapter']","Anderson Metals 56101 Brass Pipe Fitting, Barstock Tee, 1/4"" x 1/4"" x 1/4"" NPT Female Pipe","[1124, 1153, 1154, 1155, 1156, 1157, 1158, 1126, 2461, 2622]",1767,"['<a_17><b_120><c_143>', '<a_251><b_198><c_140>', '<a_251><b_198><c_114>', '<a_251><b_198><c_9>', '<a_251><b_198><c_132>', '<a_251><b_198><c_238>', '<a_251><b_198><c_188>', '<a_17><b_217><c_93>', '<a_228><b_245><c_18>', '<a_36><b_55><c_8>']",<a_108><b_1><c_65>
3562,A4876,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[181, 181]",182,"['<a_107><b_93><c_0>', '<a_107><b_93><c_0>']",<a_107><b_93><c_0>
3563,A4813,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']",Applied Magnets Strong N52 Neodymium Magnet 1 inch Cube,"[181, 181, 182]",2083,"['<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>']",<a_251><b_212><c_39>
3564,A5356,"['Karter Scientific Glass Flask 5 Piece Set, Narrow Mouth Erlenmeyer, Borosilicate 3.3 Glass - 50ml, 150ml, 250ml, 500ml, 1L, 213B2', 'Karter Scientific 214T2, 3.3 Boro, Griffin Low Form, Glass Beaker Set - 3 Sizes - 50ml, 100ml, 250ml', 'EISCO CH0688 Labs Clamp Retort, 3 PVC Coated Prongs (opens to 90mm in dia.) with Boss Head', 'SEOH Petri Dish 100 x 15Mm Sterile, Vented, 25/Pk', 'SEOH Petri Dish 100 x 15Mm Sterile, Vented, 25/Pk']",Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),"[1956, 1835, 296, 2995, 2995]",2912,"['<a_94><b_26><c_15>', '<a_94><b_144><c_130>', '<a_104><b_43><c_169>', '<a_14><b_17><c_251>', '<a_14><b_17><c_251>']",<a_158><b_72><c_141>
3565,A2094,"['White SiliconeTubing, 1/2""ID, 3/4""OD, 1/8""Wall, 25\' Length', 'White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10\' Length', 'Apera Instruments AI311 PH60 Premium Waterproof pH Pocket Tester, Replaceable Probe, &plusmn;0.01 pH Accuracy, -2.00-16.00 pH Range', 'Arlington LPCG50-1 Low-Profile Strain Relief Cord Connector, 1/2 Inch', 'Eagle Brewing BE510 Siphon Spray Wort Aerator', 'RiteBrew 812325 Briess - Dry Malt Extract - Golden Light - 3 lbs.', 'Brew Hauler FE338  Nylon carboy carrier', 'KINGLAKE Plastic Transfer Pipettes 3ML,Essential Oils Pipettes,Graduated,Pack of 100, Makeup Tool', 'E-Projects 10EP5144K70 4.7k Ohm Resistors, 1/4 W, 5% (Pack of 10)', 'Vktech 5pcs 2M Waterproof Digital Temperature Temp Sensor Probe DS18b20']",Gypsum- 1 lb.,"[93, 94, 2862, 109, 1419, 2822, 2970, 2444, 2633, 600]",2823,"['<a_228><b_158><c_82>', '<a_228><b_158><c_11>', '<a_107><b_231><c_2>', '<a_67><b_158><c_175>', '<a_150><b_101><c_162>', '<a_150><b_107><c_248>', '<a_150><b_28><c_225>', '<a_17><b_216><c_3>', '<a_73><b_224><c_0>', '<a_211><b_97><c_129>']",<a_150><b_13><c_90>
3566,A5595,"['The Hillman Group 707319  XL Washered Wing Nut 1/4-20 (50-Pack)', 'Industrial & Scientific"" />', 'Gizmo Dorks Blue Painters Tape for 3D Printers 6.25"" x 100\'', 'Foreasy 3D Printer Accessories 3D Print Removal Tool Shovel Tool', 'Gizmo Dorks 3D Print Removal Tool, 5-inch Blade', 'Inland 1.75mm Translucent Yellow PETG 3D Printer Filament - 1kg Spool (2.2 Lbs)', '3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'Airwolf 3D A09800 3D Printer Bed Adhesive for ABS PETG TPE and TPU, 2 oz.', 'HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Sliver', 'eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning']",Vacuum Pump - 12V,"[2034, 98, 2668, 3508, 2475, 3198, 2993, 3625, 2747, 2333]",1457,"['<a_224><b_236><c_163>', '<a_15><b_155><c_49>', '<a_202><b_176><c_38>', '<a_223><b_59><c_165>', '<a_223><b_59><c_216>', '<a_158><b_72><c_0>', '<a_223><b_80><c_128>', '<a_223><b_216><c_13>', '<a_223><b_72><c_55>', '<a_91><b_162><c_93>']",<a_24><b_247><c_58>
3567,A4545,"['Waterpik Sensonic Professional Toothbrush (SR-3000)', '550 Pieces Nail and Brad Assortment 7 Different Sizes!', 'Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack']","Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack","[697, 1539, 341]",341,"['<a_24><b_165><c_166>', '<a_42><b_76><c_79>', '<a_193><b_5><c_106>']",<a_193><b_5><c_106>
3568,A1826,"['AGPtek Stainless Steel PT100 RTD Thermistor Sensor Probe (Temperature Rang: -20~420&deg;C)', 'Filabot XTC24 XTC-3D High Performance Print Coating, 24 oz, Clear', 'MeltInk3D Silver PLA 3D Printer Filament &Oslash; 1.75mm, 1Kg (2.2 Lb), MADE in U.S.A, Dimensional Accuracy: &plusmn; 0.05mm', 'Kreg SML-C125-500 1-1/4-Inch #8 Coarse Pocket Hole Screws with Washer-Head, 500-Pack', 'Electrical Tape 3/4"" x 66\' UL/CSA several colors.']","Industrial & Scientific"" />","[2974, 3089, 2719, 3, 1397]",1994,"['<a_211><b_224><c_91>', '<a_223><b_201><c_15>', '<a_158><b_206><c_223>', '<a_224><b_163><c_184>', '<a_202><b_114><c_146>']",<a_15><b_185><c_11>
3569,A1609,"['Honeytek A6013L Capacitor Tester', 'Loctite Ultra Gel Control Super Glue 4-Gram (1363589)', 'Vestil PAIL-STL-RI Steel Open Head Pail with Handle, 5 gallon Capacity, Black', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gold', '100pcs Solder Seal Wire Connectors, Sopoby Heat Shrink Butt Connectors, Waterproof Marine Automotive Electrical Terminals Insulated (35Red 30Blue 25White 10Yellow)', 'Dry-Packs DP45PLASTIC-10pk 45gm Indicating Silica Gel Hard Plastic Canister, Pack of 10', 'Primefit R1401G Mini Air Regulator with steel-Protected Gauge, 60-Scfm At 100-Psi, 1/4"" Npt', 'Polymaker PM70152 PolyMax Spool, 1.75 mm, 0.75 kg, Blue', 'Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear', 'Hilitchi 800pcs 10-24 A.W.G Wire Copper Crimp Connector Insulated Cord Pin End Terminal Kit']","Taulman BRIDGE Filament, 1.75 mm, BLACK","[652, 59, 493, 2152, 792, 2914, 1584, 2915, 57, 2400]",2916,"['<a_36><b_11><c_157>', '<a_165><b_214><c_30>', '<a_210><b_168><c_86>', '<a_223><b_198><c_100>', '<a_17><b_96><c_151>', '<a_170><b_143><c_100>', '<a_108><b_22><c_154>', '<a_223><b_231><c_152>', '<a_165><b_247><c_68>', '<a_67><b_18><c_196>']",<a_223><b_240><c_129>
3570,A3281,"['Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'Neiko 50484A Internal Hex/Allen Socket-Head Set Screw Assortment, (200 Piece), 5/32"" x 3/16""/1/4"" x 3/8', '15 Value 270 pcs Electrolytic Capacitors Assortment Box Easy Use', 'Signstek M4070 AutoRanging LCR Meter Up to 100H 100mF 20MR, 1% accuracy 5 digit display', 'X-Treme Tape TPE-X36ZLB Silicone Rubber Self Fusing Tape, 1"" x 36\', Triangular, Black']",(100&Omega;&ndash;1M&Omega;) 130pcs 13 Values RoHS Variable Resistor Potentiometers Assortment Kit Assorted Set,"[84, 286, 1563, 2669, 450]",2632,"['<a_104><b_186><c_66>', '<a_224><b_153><c_250>', '<a_17><b_245><c_74>', '<a_158><b_99><c_146>', '<a_202><b_198><c_80>']",<a_17><b_255><c_71>
3571,A4187,['Devcon Epoxy Bathtub Repair Kit (Almond & White)'],"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",[1957],181,['<a_117><b_198><c_235>'],<a_107><b_93><c_0>
3572,A4885,"['Gorilla Tape, White Duct Tape, 1.88"" x 30 yd, White, (Pack of 1)', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Polar Ice PI125200CT 125 Count Plastic Jello Shot Cups with Lids, 2-Ounce']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[451, 181, 181, 231]",182,"['<a_202><b_52><c_151>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_14><b_227><c_130>']",<a_107><b_93><c_0>
3573,A24,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla 6100101 Tape Handy Roll, 1-Pack, Black', 'Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear']","Applied Magnets 2-pc, 1.5"" Strong NdFeB Neodymium Cup Magnet with Countersunk Hole.","[117, 125, 57]",126,"['<a_165><b_107><c_44>', '<a_202><b_52><c_122>', '<a_165><b_247><c_68>']",<a_251><b_7><c_107>
3574,A4188,"['Devcon Epoxy Bathtub Repair Kit (Almond & White)', 'Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear', 'MG Chemicals Ferric Chloride Copper Etchant Solution, 4L Liquid Bottle', 'Gorilla Super Glue Gel, 15 Gram, Clear']","GE Silicone 2+ Kitchen & Bath Caulk, 10.1 Oz. Tube, Almond, GE5060","[1957, 57, 896, 172]",2092,"['<a_117><b_198><c_235>', '<a_165><b_247><c_68>', '<a_173><b_150><c_70>', '<a_165><b_52><c_74>']",<a_244><b_140><c_10>
3575,A25,"['Loctite Ultra Gel Control Super Glue 4-Gram (1363589)', 'MegaDeal AC201710300001 12 Pack 2"" Swivel Caster Wheels Rubber Base with Top Plate & Bearing Heavy Duty', 'Hilitchi 260pcs M3/4/5/6/8 Allen Head Socket Hex Grub Screw Set Assortment Kit with Plastic Box 12.9 Class Black Alloy Steel', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown']","Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)","[59, 128, 129, 117]",130,"['<a_165><b_214><c_30>', '<a_87><b_74><c_149>', '<a_224><b_153><c_243>', '<a_165><b_107><c_44>']",<a_202><b_52><c_171>
3576,A5324,"['Extech TL807C Insulated Alligator Clips', 'Lisle 52750 Stethoscope Kit', 'Lisle 52750 Stethoscope Kit', 'Flex Shot 30804 Rubber Adhesive Sealant Caulk, 8-oz, Almond (Mildew Resistant), 1 Pack', '3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow","[1806, 366, 366, 2077, 2161]",1851,"['<a_211><b_30><c_94>', '<a_180><b_233><c_123>', '<a_180><b_233><c_123>', '<a_244><b_107><c_224>', '<a_223><b_80><c_140>']",<a_223><b_198><c_9>
3577,A3542,"['(2 Pack) Petrol Gel Food Grade Equipment LubricantNSF (2/4 oz. Tube)', 'URBEST 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo (328PCS)', 'Rosiness 180Pcs M3 Nylon Hex Spacers Screw Nut Stand-off Plastic Accessories Assortment Black', 'LHI XT-60 XT60 Male Female Bullet Connectors Plugs for RC Lipo Battery', 'Industrial & Scientific"" />', 'Industrial & Scientific"" />', 'Dealmed Brand Nitrile Medical Grade Exam Gloves, Disposable, Latex-Free, 200 Count, Size Large', 'Briggs Precision Kelly Forceps Locking Tweezers Clamp, Silver, Curved, 5-1/2 Inch&nbsp;', 'Gorilla Super Glue Gel, 20 Gram, Clear', 'Mercurry GT2 Timing Belt Torsion Spring For 3D Printer 6mm Width Belt Pack of 10']",J-B Weld 8297 HighHeat 550 Degree Epoxy Putty Stick - 2 oz.,"[3420, 170, 2482, 2484, 537, 537, 1533, 2746, 1959, 3367]",2211,"['<a_173><b_148><c_224>', '<a_228><b_45><c_149>', '<a_224><b_218><c_4>', '<a_158><b_105><c_147>', '<a_15><b_135><c_68>', '<a_15><b_135><c_68>', '<a_206><b_243><c_53>', '<a_42><b_41><c_253>', '<a_165><b_210><c_108>', '<a_23><b_158><c_111>']",<a_165><b_16><c_198>
3578,A7517,"['Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)', '3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Navy Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs)']",Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs),"[2932, 2697, 2721, 2912]",2734,"['<a_158><b_72><c_219>', '<a_223><b_80><c_159>', '<a_223><b_246><c_2>', '<a_158><b_72><c_141>']",<a_158><b_72><c_232>
3579,A6267,"['The Hillman Group 370329 Ribbed Plastic Anchor, 8-10-12 X 1-1/4-Inch, Blue, 100-Pack', 'Trinity TLS-0201 EcoStorage NSF, 48-Inch Stainless Steel Utility Table', 'MegaDeal AC201710300001 12 Pack 2"" Swivel Caster Wheels Rubber Base with Top Plate & Bearing Heavy Duty']","AUTOTOOLHOME 1/8"" 3/16"" 1/4"" 5/16"" 3/8"" 1/2""high Speed Steel HSS 4 Flute Straight End Mill Cutter Set of 6","[1861, 1100, 128]",1163,"['<a_224><b_104><c_19>', '<a_210><b_182><c_54>', '<a_87><b_74><c_149>']",<a_193><b_19><c_2>
3580,A1090,"['Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 3/8"" Diameter, 36"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 12"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/2"" Diameter, 72"" Length']",Insta-cure gap filling 2oz Bob Smith Ind.,"[152, 2452, 2453, 2454]",1138,"['<a_228><b_113><c_68>', '<a_251><b_198><c_165>', '<a_251><b_198><c_0>', '<a_251><b_198><c_159>']",<a_99><b_219><c_2>
3581,A7342,"['Phantom YoYo Arduino ProtoShield prototype expansion board including mini bread board', 'MakerBot Replicator Desktop 3D Printer - 5th Generation', 'Mercurry 5PCS M6 3D Printer 0.2mm 0.3mm 0.4mm 0.5mm 0.8mm Extruder Brass Nozzle Print Head for E3D Makerbot']","3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK","[2625, 3651, 2722]",3112,"['<a_73><b_108><c_47>', '<a_91><b_30><c_173>', '<a_158><b_119><c_120>']",<a_223><b_80><c_3>
3582,A2436,"['VACTRA OIL NO.2, 1 QUART(32OZ)EXPEDITED DELIVERY NOT AVAILABLE', 'Duck Brand Standard Packaging Tape Refill, 1.88 Inch x 54.6 Yard, Clear, 1 Roll (240408)', 'Push-On Alligator Clips for Test Leads', 'Noga MC1700 Mini-Cool KIT (1)', 'Polyolefin 2:1 Heat Shrink Tubing 1/16, 1/8, 3/16, 1/4, 3/8, 1/2 , 3/4, 1 Inch', 'NOGA DG10533 Standard Holder with Mag Base-176 Ibs-Hold Power', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" Diameter, 96"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1-5/8"" Diameter, 24"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2"" Diameter, 12"" Length","[564, 773, 758, 868, 3296, 2286, 1153, 1154, 1155, 1156]",1157,"['<a_173><b_141><c_245>', '<a_202><b_18><c_120>', '<a_211><b_133><c_85>', '<a_52><b_173><c_81>', '<a_228><b_61><c_3>', '<a_159><b_135><c_146>', '<a_251><b_198><c_140>', '<a_251><b_198><c_114>', '<a_251><b_198><c_9>', '<a_251><b_198><c_132>']",<a_251><b_198><c_238>
3583,A7036,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black', 'Inland 1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs)', 'Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black', '3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA']",Inland 1.75mm Silver PLA 3D Printer Filament - 1kg Spool (2.2 lbs),"[562, 3546, 338, 3522]",3113,"['<a_223><b_198><c_37>', '<a_158><b_72><c_76>', '<a_107><b_90><c_50>', '<a_223><b_80><c_11>']",<a_158><b_72><c_139>
3584,A6897,"['Mitutoyo 500-196-30 Advanced Onsite Sensor (AOS) Absolute Scale Digital Caliper, 0 to 6""/0 to 150mm Measuring Range, 0.0005""/0.01mm Resolution, LCD', 'iGaging ABSOLUTE ORIGIN 0-6"" Digital Electronic Caliper - IP54 Protection/Extreme Accuracy', 'Cerium Oxide Glass Polishing Compound - 8 Oz']","Red Brass Pipe Fitting, Nipple, Schedule 40 Seamless, 1/4"" NPT Male X 4"" Length","[876, 266, 1589]",2233,"['<a_17><b_180><c_2>', '<a_104><b_60><c_152>', '<a_99><b_12><c_85>']",<a_108><b_42><c_24>
3585,A6944,"['E-Projects 10EP51410K0 10k Ohm Resistors, 1/4 W, 5% (Pack of 10)', 'SB404 Solderable PC BreadBoard, 1 Sided PCB, matches BB400 breadboards with Power Rails, 3.75 x 1.85in (95.3 x 47.0mm)', 'SummitLink Pack of 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo', 'Diageng 10pcs Phono RCA Male Plug a AV Tornillo Terminal Plug Conector', 'Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon', 'CO-RODE Tact Button Switch 6x6x5mm Pack of 100', 'microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)', 'Uxcell a11102000ux0355 2N3906 General Purpose 3 Terminals PNP Transistors, 100 Piece', 'CO-Z 5pcs Hss Cobalt Multiple Hole 50 Sizes Step Drill Bit Set with Aluminum Case', 'Uxcell A13122300UX0934 LED Light Mounting Holders Panel (Pack of 50)']","Remington Industries 20UL1007STRKIT UL1007 20 AWG Gauge Stranded Hook-Up Wire Kit, 300V, 0.0320"" Diameter, 25' Length","[3545, 2661, 392, 1494, 40, 2783, 734, 2561, 469, 1239]",1741,"['<a_73><b_224><c_38>', '<a_73><b_130><c_20>', '<a_228><b_45><c_18>', '<a_211><b_244><c_244>', '<a_173><b_93><c_124>', '<a_236><b_83><c_26>', '<a_73><b_231><c_56>', '<a_236><b_70><c_126>', '<a_17><b_234><c_26>', '<a_23><b_223><c_190>']",<a_67><b_152><c_96>
3586,A6499,"['American Educational 7-G15-A Cast Iron Support Ring Stand with Acid Resistant Finish, 8"" Length x 5"" Width Base Size', 'American Educational 7-G65 Cast Aluminum Right Angle Clamp Holder with Nickel-Plated Steel Thumbscrew', 'SEOH Micro Borosilicate Glass Graduated Beakers (5ml, 10ml and 25ml)', 'RADTriage FIT']",Signstek 3 1/2 6802 II Dual Channel Digital Thermometer -58&deg;F~1022&deg;F(-50~1300&deg;C) with 2 K-Type Thermocouple Sensor Probe,"[295, 1625, 3528, 2828]",866,"['<a_87><b_150><c_0>', '<a_159><b_124><c_169>', '<a_94><b_40><c_253>', '<a_153><b_81><c_38>']",<a_211><b_155><c_124>
3587,A4741,"['Medline Skin integrity Wound Cleansers, 16 fl oz.', 'Medline Skin integrity Wound Cleansers, 16 fl oz.', 'Medline Skin integrity Wound Cleansers, 16 fl oz.']","Medline Skin integrity Wound Cleansers, 16 fl oz.","[1672, 1672, 1672]",1672,"['<a_44><b_248><c_203>', '<a_44><b_248><c_203>', '<a_44><b_248><c_203>']",<a_44><b_248><c_203>
3588,A1408,"['Fluke 1AC-A1-II VoltAlert Non-Contact Voltage Tester', '3M 1860 Medical Mask N95, 20 Count', 'Omron Sprague Rappaport Stethoscope, Black', 'Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown']","3M Utility Duct Tape 2929 Silver, 1.88 in x 50 yd 5.8 mils (Pack of 1)","[206, 1854, 342, 257]",467,"['<a_36><b_4><c_7>', '<a_44><b_109><c_136>', '<a_180><b_218><c_166>', '<a_165><b_107><c_20>']",<a_202><b_160><c_184>
3589,A4659,"['Westek SW103CT Outdoor Swivel Photo Control', 'Westek SW103CT Outdoor Swivel Photo Control', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[396, 396, 181, 181]",182,"['<a_109><b_58><c_144>', '<a_109><b_58><c_144>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>']",<a_107><b_93><c_0>
3590,A5615,"['RhinoGear 11909ABMI RhinoRamps Vehicle Ramp - Set of 2 (12,000lb. GVW Capacity)', 'Eclectic Supply B36-24 Cobalt Glass Bottles with Glass Eye Dropper, 1 oz Capacity, Blue (Pack of 24)', 'Karter Scientific 207B3 Vol 10ml, Screw Top, Plastic Test Tubes & Caps, Round, 16x100mm (Pack of 25)', 'Eclectic Supply B36-24 Cobalt Glass Bottles with Glass Eye Dropper, 1 oz Capacity, Blue (Pack of 24)', 'KINGLAKE Plastic Transfer Pipettes 3ML,Essential Oils Pipettes,Graduated,Pack of 100, Makeup Tool']",Milwaukee Instruments MW102 PH and Temperature Meter,"[56, 385, 3223, 385, 2444]",1846,"['<a_87><b_242><c_131>', '<a_150><b_14><c_0>', '<a_94><b_11><c_189>', '<a_150><b_14><c_0>', '<a_17><b_216><c_3>']",<a_107><b_111><c_32>
3591,A7220,"['PIXNOR 1/4W Resistor Kit 56 Values x 20pcs =1120pcs (1ohm-10Mohm) Metal Film Resistors Assortment', 'Electronics-Salon 20PCS Double-Side Prototype Board PCB, FR-4 Glass Fiber(50x70mm 5PCS, 40x60mm 5PCS, 30x70mm 5PCS, 20x80mm 5PCS)', 'GQ GMC300EPlus Fulfill Digital Nuclear Radiation Detector Monitor Meter', 'uxcell 20 Pcs 3 Terminals 5.0mm Pitch PCB Mount Screw Terminal Block AC 250V 8A', 'Uxcell a14081900ux0592 50 x Single Row 40Pin 2.54 mm Male Pin Header Connector']",Uxcell a15052000ux0115 2Pcs Slotted Metal 35 mm Din Mounting Rail 40 cm Long for AC Contactor,"[2951, 3332, 3246, 2673, 3299]",3338,"['<a_73><b_56><c_49>', '<a_158><b_255><c_165>', '<a_153><b_226><c_12>', '<a_73><b_239><c_178>', '<a_73><b_67><c_159>']",<a_23><b_188><c_189>
3592,A4886,"['Industrial & Scientific"" />', 'Industrial & Scientific"" />']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[537, 537]",181,"['<a_15><b_135><c_68>', '<a_15><b_135><c_68>']",<a_107><b_93><c_0>
3593,A7504,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver', '3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS']","3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA","[2507, 2697, 2909]",3522,"['<a_223><b_198><c_173>', '<a_223><b_80><c_159>', '<a_223><b_80><c_84>']",<a_223><b_80><c_11>
