,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
189,A4897,"[""VenTech VT DUCT-6 VTD625 Aluminum Duct for Ventilation Ducting, 6''"", 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']",POWERTEC 71007 110/220V Paddle Switch,"[2938, 181, 181, 182]",1923,"['<a_228><b_79><c_40>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>']",<a_236><b_233><c_16>
190,A675,"['Move-It 9299 6-Inch Steel Tri-Dolly, 200-lb Load Capacity', 'Dap 18120 Alex Plus Brown (18112) Raw Building Material', 'J-B Weld 50112 ClearWeld Quick-Setting Epoxy Syringe - Dries Clear - 25 ml']","Adenna DLG675 Dark Light 9 mil Nitrile Powder Free Exam Gloves (Black, Medium) Box of 100","[604, 260, 1098]",1043,"['<a_87><b_132><c_204>', '<a_244><b_112><c_252>', '<a_165><b_159><c_154>']",<a_44><b_71><c_57>
191,A6052,"['Industrial & Scientific"" />']","Torin Big Red Hydraulic Stubby Bottle Jack, 12 Ton Capacity",[195],2025,['<a_15><b_9><c_191>'],<a_87><b_37><c_0>
192,A3144,"['3D Solutech Real Purple 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'Inland 1.75mm Translucent Magenta PETG 3D Printer Filament - 1kg Spool (2.2 Lbs)', 'PTFE Teflon Bowden Tube for 1.75 Filament (2.0mm ID/4.0mm OD) &ndash; White Connector Tubing for 3D Printer - 2.0 Meters']","eSUN 1.75mm Gray PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Gray","[3442, 84, 3443, 2730]",3115,"['<a_223><b_80><c_4>', '<a_104><b_186><c_66>', '<a_158><b_72><c_13>', '<a_223><b_147><c_197>']",<a_223><b_144><c_17>
193,A6777,"['Tach-It B-1 Single Edge Industrial Razor Blade (Pack of 100)', 'Uxcell a12081400ux0273 10 x Momentary SPST NO Red Push Button Switch AC 250V/1.5A 125V/3A', 'Uxcell a12013100ux0116 High Knob 3P 2 Position 1P2T SPDT Vertical Slide Switch, 0.5 Amp, 50V DC, 50 Piece, 3 mm']",TekPower TP3010E DC Adjustable Switching Power Supply 30V 10A Digital Display,"[220, 3550, 2344]",2656,"['<a_17><b_91><c_139>', '<a_236><b_35><c_44>', '<a_236><b_173><c_68>']",<a_30><b_233><c_91>
194,A1806,"['1MHz Function Generator Kit', 'Set of 10, LM555 LM555CN (IC TIMER) (8 pins DIP)', 'Elenco  Resistor Substitution Box - RS-400', ""Supco RCO810 3 n' 1 START Hard Start Kit"", 'Supco BPV31 Bullet Piercing Valve', 'Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs', 'Uxcell a13100900ux0307 Square Wave Signal Generator NE555 Pulse Module w LED Indicator 5-15V', 'WAGO 222-413 LEVER-NUTS 3 Conductor Compact Connectors']",Yosoo GM328 Lcd Display Transistor Tester ESR Meter Cymometer Square Wave Generator,"[2999, 3077, 3002, 1777, 2266, 285, 3086, 765]",1522,"['<a_30><b_139><c_106>', '<a_30><b_49><c_47>', '<a_73><b_189><c_52>', '<a_109><b_109><c_31>', '<a_108><b_154><c_173>', '<a_73><b_8><c_168>', '<a_30><b_100><c_204>', '<a_67><b_162><c_49>']",<a_36><b_200><c_165>
195,A6334,"['Loc-Line Coolant Hose Assembly Pliers, for 1/2"" Coolant Hose System']","3M 4298 Adhesion Promoter, Sponge Applicator",[1159],3006,['<a_228><b_23><c_98>'],<a_99><b_119><c_196>
196,A27,"['HOODDEAL 50pcs Waterproof Solder Seal Heat Shrink Butt Connectors with Soldering Sleeve', 'LDR Industries 516 B1210 Nylon Tubing, 1/2"" x 10\', Clear', 'Stanley Wet/Dry Vacuum with Wall Mount, 1 Gallon, 1.5 Horsepower', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Swordfish 31930 Stainless Steel Screw Assortment, 420 Piece', 'Fantronics 7mm Android Endoscope OTG Micro USB Endoscope Waterproof Borescopes Inspection Camera with 6 LED and 3.5M Cable', 'DuPont Teflon Non-Stick', 'DuPont Teflon Silicone Lubricant']",Break-Free CLP-2 Cleaner Lubricant Preservative 4 oz (113.4 gram) Aerosol,"[134, 135, 136, 117, 137, 138, 139, 140]",141,"['<a_67><b_199><c_82>', '<a_228><b_36><c_120>', '<a_24><b_2><c_2>', '<a_165><b_107><c_44>', '<a_224><b_150><c_112>', '<a_180><b_55><c_136>', '<a_197><b_204><c_0>', '<a_173><b_201><c_145>']",<a_173><b_23><c_3>
197,A5922,"['Wilton 11694 4-Inch Cross Slide Drill Press Vise', 'Fenix Remote Switch (TK12, TA20, TA21)', 'No Trespassing - This Property is Protected by Video Surveillance"" Label by SmartSign | 10"" x 7"" Laminated Vinyl', 'Pentek 151122 OR-100 Buna-N O-ring for Big Blue Housings', 'Housing Bracket for Big blue 10"" and 20"" filter housings', '50 Feet Black Rubber Latex Tubing 3/8""OD 1/4""ID (804B)']","3M Foil Tape 3381 Silver, 1.88 in x 50 yd 2.7 mil (Pack of 1)","[1069, 2860, 2840, 1439, 913, 2711]",648,"['<a_193><b_53><c_235>', '<a_236><b_158><c_27>', '<a_68><b_194><c_126>', '<a_52><b_209><c_125>', '<a_71><b_65><c_55>', '<a_228><b_167><c_13>']",<a_202><b_221><c_59>
198,A3395,"['NTE Electronics HS-ASST-2 Thin Wall Heat Shrink Tubing Kit, Black, Assorted Dia, 2-1/2"" Length, 158 Pieces', '360 Brass Round Rod, Unpolished (Mill) Finish, H02 Temper, ASTM B16, 0.25"" Diameter, 36"" Length', '360 Brass Round Rod, Unpolished (Mill) Finish, H02 Temper, ASTM B16, 0.1875"" Diameter, 72"" Length', 'NTE Heat Shrink 2:1 Assorted Colors and Sizes 160 PCS', 'Scotch(R) Linerless Rubber Splicing Tape 130C, 1 in x 30 ft, Black, 1 Roll/Carton', 'Uxcell a12071000ux1058 Noise Suppressor Cable Ferrite Core Filters (Pack of 5)', 'Gino UF35B 5mm Inner Diameter Black Core Ferrite Cable Clip 10 Pcs', 'EZ-SHIM JS500BP 4-Count Bath Fixture Shims', 'Shop Fox D4082 4-Inch Cross-Sliding Vise', 'Uriah Products UV001970 17-1/2"", Vinyl Battery Carrier Strap']","Madison Supply, Premium Quality Fluoride Coated Medical Scissors, EMT and Trauma Shears 2 pack","[2024, 1124, 1126, 398, 855, 1627, 707, 651, 2073, 977]",2913,"['<a_228><b_46><c_221>', '<a_17><b_120><c_143>', '<a_17><b_217><c_93>', '<a_228><b_162><c_222>', '<a_202><b_129><c_203>', '<a_23><b_18><c_182>', '<a_158><b_96><c_139>', '<a_159><b_225><c_218>', '<a_193><b_37><c_145>', '<a_23><b_84><c_163>']",<a_180><b_248><c_208>
199,A7635,['Inland 1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs)'],Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),[1553],2912,['<a_158><b_72><c_191>'],<a_158><b_72><c_141>
200,A7459,"['3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY', '3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK']","3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS","[2161, 3466, 3112]",2909,"['<a_223><b_80><c_140>', '<a_223><b_80><c_165>', '<a_223><b_80><c_3>']",<a_223><b_80><c_84>
201,A2205,"['Madison Supply, Premium Quality Fluoride Coated Medical Scissors, EMT and Trauma Shears 2 pack', 'J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.', 'Krazy Glue KG82048SN Home & Office Super Glue, Single-Use Tubes, Fine Tip, 0.5 Grams, 4 Count, 0.017 oz', 'Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)', 'Nashua 2280 Polyethylene Coated Cloth Multi-Purpose Duct Tape, 55m Length x 48mm Width, Tan']","Nicholson 5 Piece Hand File Set with Ergonomic Handles, American Pattern, 6"" Length, (2)-8"" length, (2)-10"" length","[2913, 675, 1053, 175, 1174]",1018,"['<a_180><b_248><c_208>', '<a_165><b_59><c_69>', '<a_165><b_21><c_82>', '<a_202><b_52><c_97>', '<a_202><b_170><c_66>']",<a_193><b_240><c_7>
202,A6319,"['10 Pack - 20x150mm Pyrex Glass Test Tubes with Rubber Stoppers New', 'Transfer Pipette, 3.0ml Graduated, 5.0ml Capacity, Large Bulb, 155mm, Karter Scientific 206H3 (Pack of 100)', 'Glass Erlenmeyer Flask Set - 3 Sizes - 50, 150 and 250ml, Karter Scientific 214U2', 'AUTOTOOLHOME 1/8"" 3/16"" 1/4"" 5/16"" 3/8"" 1/2""high Speed Steel HSS 4 Flute Straight End Mill Cutter Set of 6']","Karter Scientific 206D2 Plastic Petri Dishes, 60 mm x 15 mm, 3 Vents, Sterile (Pack of 10)","[2323, 3256, 2254, 1163]",2597,"['<a_94><b_36><c_130>', '<a_94><b_69><c_3>', '<a_94><b_189><c_188>', '<a_193><b_19><c_2>']",<a_14><b_97><c_86>
203,A1711,"['Arctic Silver 5 AS5-3.5G Thermal Paste', 'Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black', 'URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size', 'HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood']","eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black","[395, 338, 176, 3016]",1206,"['<a_79><b_24><c_40>', '<a_107><b_90><c_50>', '<a_17><b_80><c_8>', '<a_223><b_201><c_101>']",<a_158><b_245><c_180>
204,A3292,"['RhinoGear 11912ABMI RhinoRamps MAX Vehicle Ramp - Pair (16,000lb. GVW Capacity)', 'Kano Aerokroil Penetrating Oil, 10 oz. aerosol (AEROKROIL)', 'Loctite 234796-6 Super Glue Liquid, 10g Longneck Bottles (Case of 6)']",Proxxon 28608 Precision Vise FMZ with Clamp,"[836, 348, 924]",471,"['<a_87><b_242><c_12>', '<a_173><b_149><c_147>', '<a_165><b_210><c_215>']",<a_193><b_110><c_45>
205,A2811,"['3M Fastener TB3526N/TB3527N Hook/Loop Black, 1 in x 10 ft (1 Mated Strip/Bag)', 'ARM & HAMMER Truly Radiant Battery Toothbrush + Toothpaste Pack', 'Gardner Bender GSW-69 Electrical Rotary Switch, SPST, ON-OFF, 6 A/125V AC, 6 inch Wire Terminal, Black Plastic', '3Doodler Start Mega Box Set 3D Printing Pen - Designed for Young Creators - Doodle Anything in 3D', '3Doodler Start Emoji & Symbol DoodleBlock Kit with 2 Plastic Packs, (3D Pen not Included)', 'Primacare DL-9325 Reusable LED Penlight with Pupil Gauge - Batteries Included']","Seville Classics UltraHD 24"" X 48"" Steel Pegboard Set and 23-Piece Peg Hook Assortment with 6 Bins","[2062, 2185, 2363, 2142, 2143, 476]",3391,"['<a_68><b_127><c_240>', '<a_24><b_99><c_18>', '<a_236><b_87><c_254>', '<a_223><b_102><c_234>', '<a_223><b_27><c_220>', '<a_180><b_128><c_50>']",<a_42><b_103><c_130>
206,A4326,"['SE 82331TF 30-Piece Set of Titanium-Coated Diamond Burrs, Grits 120-150', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Uxcell a13102400ux0146 AC 300V 10A 5.08mm Pitch 2 Pin Screw Pluggable Terminal Block (Pack of 20)', '3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)']","3D Solutech Hot Pink 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)","[1255, 182, 2925, 2161, 3494]",1888,"['<a_193><b_203><c_191>', '<a_107><b_93><c_0>', '<a_73><b_236><c_128>', '<a_223><b_80><c_140>', '<a_223><b_80><c_101>']",<a_223><b_80><c_25>
207,A2159,"['Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)', 'Dap 18372 Ready-To-Use Kwik Seal Grout Repair, 4-Ounce', ""Medline 1700222-X5 Oxygen Tubing, 7' Crush Resistant (Pack of 5)"", 'Oatey 30200 Clear Cutting Oil, Hand Threads, 16-Ounce', '1/2"" - 28 UNEF Right hand Thread Die', 'Science Purchase 0604CAL6$ Stainless Steel Electronic LCD Digital Vernier Caliper Gauge Micrometer with Carrying Case, 6"", Silver', 'URBEST 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo (328PCS)', 'Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black']","Neiko 10194A Titanium Step Drill Bit, High Speed Steel | 1/4"" to 1-3/8"" | Total 10 Step Sizes","[152, 1283, 2433, 1019, 2382, 86, 170, 338]",178,"['<a_228><b_113><c_68>', '<a_244><b_59><c_11>', '<a_170><b_22><c_153>', '<a_173><b_192><c_99>', '<a_224><b_85><c_44>', '<a_104><b_97><c_177>', '<a_228><b_45><c_149>', '<a_107><b_90><c_50>']",<a_224><b_17><c_207>
208,A7692,"['RiteBrew Rubber Stopper - Size 10 - Drilled', 'Home Brew Ohio 6382a Pectic Enzyme (powder) - 1 lb.']",Acid Blend - 8 oz.,"[1324, 1727]",1715,"['<a_14><b_216><c_46>', '<a_150><b_81><c_248>']",<a_150><b_48><c_173>
209,A6474,"['MG Chemicals 824-1L 99.9% Isopropyl Alcohol Liquid Cleaner, Clear , 945 mL (1 US Quart)', 'Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing']","3mm and 5mm LED Lights Emitting Diodes Assortment Set Kit for Arduino Bright White Red Blue Green Yellow, 300-Pack","[733, 145]",2036,"['<a_206><b_216><c_123>', '<a_17><b_14><c_32>']",<a_73><b_223><c_251>
210,A4568,"['Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial Heavy-Duty BRUTE Dome Swing Top Door Lid for 44 Gallon Waste/Utility Containers, Plastic, Gray (FG264788GRAY)', 'Pro Grip 822640 Surface Mount Tie Down Ring, Pack of 8']","Alltrade 640912 Black 3 Ton,All-in-One Bottle Jack","[119, 119, 3552, 1001]",153,"['<a_210><b_156><c_39>', '<a_210><b_156><c_39>', '<a_210><b_183><c_88>', '<a_71><b_252><c_190>']",<a_87><b_245><c_245>
211,A6702,"['RhinoGear 11909ABMI RhinoRamps Vehicle Ramp - Set of 2 (12,000lb. GVW Capacity)', '3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK', '3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'Thick Glass Graduated Measuring Cylinder Set 5ml 10ml 50ml 100ml Glass with Two Brushes']",HICTOP 3 Pcs 3D Printer Extruder 0.4mm Brass Nozzle + 3 Pcs Extruder 1.75mm Tube for Reprap Prusa I3,"[56, 3112, 2697, 3276]",2696,"['<a_87><b_242><c_131>', '<a_223><b_80><c_3>', '<a_223><b_80><c_159>', '<a_94><b_155><c_214>']",<a_91><b_105><c_93>
212,A283,"['DEWALT DW4930 4-Inch by 5/8-Inch-11 Full Cable Twist Wire Wheel/Carbon Steel .020-Inch', 'DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor, 5-Pack', 'Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882)', 'RhinoGear 11912ABMI RhinoRamps MAX Vehicle Ramp - Pair (16,000lb. GVW Capacity)', 'Shepherd Hardware 9782 4-Inch Cast Iron Swivel Plate Caster, 500-lb Load Capacity', 'Shepherd Hardware 9174 2-Inch Cast Iron Swivel Plate Caster, 125-lb Load Capacity']","Adenna DLG675 Dark Light 9 mil Nitrile Powder Free Exam Gloves (Black, Medium) Box of 100","[333, 831, 202, 836, 705, 706]",1043,"['<a_193><b_58><c_166>', '<a_193><b_42><c_1>', '<a_165><b_15><c_16>', '<a_87><b_242><c_12>', '<a_87><b_249><c_104>', '<a_87><b_222><c_159>']",<a_44><b_71><c_57>
213,A7679,"['The Hillman Group 300018 Split Lock Zinc Washer, 1/4-Inch, 100-Pack', 'Hillman 1/4-20 C NEX 150003 Coarse Thread Hex Nuts, 1/4 X 20-Inch, 100-Pack, Steel', 'Brown & Sharpe 599-792-30 Adjustable Spring Tensioned Tap Guide']",Workbench Caster Kit 4 Pack,"[442, 1468, 66]",424,"['<a_224><b_209><c_180>', '<a_224><b_77><c_86>', '<a_104><b_185><c_92>']",<a_158><b_161><c_23>
214,A4035,"['Pro Gaffer Gaffers Tape, 2 in x 55 yd, Black', '#1 Best Quality Zinc Self Drilling Drywall Anchors with Screws Kit, 100 Pieces All Together', 'Krazy Glue KG517 Purpose Super Glue, Precision Tip, 2 Grams, 2 Count, 1', 'Rubbermaid Commercial FG264600BLA Tandem Brute Trash Dolly']","Super Glue 15187 Super Glue, 12-Pack","[991, 2375, 311, 1370]",114,"['<a_202><b_25><c_167>', '<a_17><b_171><c_121>', '<a_165><b_149><c_0>', '<a_210><b_229><c_97>']",<a_165><b_214><c_252>
215,A1663,"['Arctic Silver 5 AS5-3.5G Thermal Paste', 'C&E Digital Optical Coax to Analog R/L audio converter', 'Industrial & Scientific"" />', 'American Educational Clear Borosilicate Glass 1000mL Bomex Filtering Flask']","13cm Dia. (5.1"") Filter Funnel, Buchner Style - 2 Parts, Polypropylene, Designed for 11-12.5cm Filter Paper","[395, 1389, 863, 2820]",2869,"['<a_79><b_24><c_40>', '<a_36><b_103><c_152>', '<a_15><b_10><c_53>', '<a_94><b_242><c_43>']",<a_94><b_93><c_57>
216,A5693,"['WypAll 41083 X60 Cloths, 1/4 Fold, 12 1/2 x 10, White, 70 per Pack (Case of 8 Packs)', 'Gorilla 6100101 Tape Handy Roll, 1-Pack, Black', 'Pac-Kit by First Aid Only 13-125 First Aid/Burn Cream, 0.9 gm Packet (Box of 25)', 'Pac-Kit by First Aid Only 5-910 Self-Adhering Cohesive Wrap, 5 yds Length x 1"" Height', 'Pac-Kit by First Aid Only 21-770 Disposable Thermometer (Box of 10)', 'First Aid Only Splinter Out, 10 Per Box', 'Titan Tools 11185 Telescoping Inspection Mirror', 'Superior Pump 99555 Universal Check Valve, Plastic, Fits all 1-1/4-Inch or 1-1/2-Inch MIP or FIP', 'GT-5000 (6 Strips) Grip Tape for guns, cell phones, cameras, knives, tools - makes anything ""Grippy', 'Think Safe 1095TS 7"" Trauma Shear']","DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor, 5-Pack","[1241, 125, 2785, 2316, 2827, 2793, 14, 1579, 1487, 2530]",831,"['<a_210><b_134><c_255>', '<a_202><b_52><c_122>', '<a_44><b_227><c_40>', '<a_122><b_179><c_210>', '<a_44><b_200><c_179>', '<a_44><b_124><c_167>', '<a_180><b_48><c_25>', '<a_108><b_28><c_178>', '<a_206><b_68><c_58>', '<a_44><b_182><c_228>']",<a_193><b_42><c_1>
217,A475,"['WD-40 Lubricant Aerosol Spray 3 oz', 'Wedge-It - The Ultimate Door Stop - Black', 'Bluecell Pack of 9 PCS AA / AAA Battery Storage Hard Case Box', 'Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft']","Deli Wrap Interfolded Wax Paper/Dry Waxed Food Liner Master Size 12"" x 10&frac34;"", 500 Sheets","[1212, 1528, 1350, 168]",1269,"['<a_173><b_214><c_144>', '<a_170><b_84><c_153>', '<a_14><b_253><c_184>', '<a_202><b_147><c_0>']",<a_210><b_175><c_232>
218,A546,"['Curt Manufacturing 28276 Towing Wiring', 'Vestil FJB-100 Basement Floor Jack, 54"" - 100"" Height Range, Maximum Height Capacity (lbs.) 5600, Minimum Height Capacity (lbs.) 8438', 'General Tools 147 Digital Fractional Caliper with Extra-Large  LCD Screen, 3 Mode Display, 6-Inches']","Gardner Bender GSW-16  Heavy-Duty Electrical Toggle Switch, DPDT, ON-(OFF)-ON, 20 A/125V AC, Screw Terminal","[999, 1524, 1725]",869,"['<a_87><b_77><c_76>', '<a_87><b_247><c_169>', '<a_104><b_165><c_135>']",<a_236><b_106><c_37>
219,A2661,"['Anderson Metals 57001-0402 Brass Hose Fitting, Adapter, 1/4"" Barb x 1/8"" NPT Male Pipe', 'Kingston KMBVM Series Brass Mini Ball Valve, Lever, 1/4"" NPT Male x NPT Female', 'PneumaticPlus PPR2-N02BG-2 Miniature Air Pressure Regulator 1/4"" NPT - Gauge, Bracket, Instrument Pressure (3-30 PSI)', 'Oatey 30203 Dark Cutting Oil, Speed Threading, 16-Ounce', 'Weld-On 4 Acrylic Adhesive - 4 Oz and Weld-On Applicator Bottle with Needle', 'Applicator Bottle with Stainless Steel Needle - 3 Pack', 'SCIGRIP 16 10315 Acrylic Cement, Low-VOC, Medium bodied, 5 Ounce Tube, Clear']","Wiha 27920 Precision Chip Lifter, ESD Safe, 1 x 3.5mm","[800, 742, 1901, 860, 2481, 746, 861]",2990,"['<a_108><b_88><c_113>', '<a_108><b_114><c_7>', '<a_108><b_22><c_141>', '<a_173><b_192><c_144>', '<a_165><b_205><c_168>', '<a_150><b_110><c_36>', '<a_165><b_219><c_10>']",<a_159><b_109><c_29>
220,A7071,"['Vacuum Pump - 12V', 'HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black', 'GemRed 82413 Digital Protractor Angle Finder Gauge Inclinometer with Backlight and Magnetic Base IP65', 'Filabot XTC24 XTC-3D High Performance Print Coating, 24 oz, Clear']",Video Surveillance Sign - No Trespassing Violators Will Be Prosecuted Legend 10 X 14 High Quality Aluminum,"[1457, 2472, 509, 3089]",3177,"['<a_24><b_247><c_58>', '<a_223><b_198><c_6>', '<a_17><b_203><c_23>', '<a_223><b_201><c_15>']",<a_68><b_193><c_74>
221,A7061,"['Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing', 'Remington Industries 28SNSP.25 28 AWG Magnet Wire, Enameled Copper Wire, 4 oz, 0.0135"" Diameter, 507\' Length, Red', 'AideTek BOX-ALL Enclosures SMD SMT Resistor Capacitor Organizer', 'DIYmall 0.96"" Inch I2c IIC Serial 128x64 Oled LCD LED White Display Module for Arduino 51 Msp420 Stim32 SCR']",SEOH Plastic Hexagonal Weigh Boats Micro Dish 100pk,"[145, 2415, 2782, 1747]",2976,"['<a_17><b_14><c_32>', '<a_251><b_228><c_15>', '<a_73><b_240><c_61>', '<a_30><b_215><c_255>']",<a_229><b_136><c_130>
222,A4385,"['Arrow Fastener 508IP Genuine T50 1/2-Inch Staples, 5,000-Pack', 'Bel-Art Labmat Bench Liner; 50 Feet, White (F24675-0000)', 'Bissell Zing Bagged Canister Vacuum, Maroon, 4122 - Corded', 'Primacare DL-9325 Reusable LED Penlight with Pupil Gauge - Batteries Included']",ETA hand2mind Dual-Dial Analog Platform Scale - Simple Enough for Kids and Great with Kitchen Food,"[428, 1621, 725, 476]",3254,"['<a_42><b_251><c_65>', '<a_68><b_143><c_19>', '<a_197><b_33><c_216>', '<a_180><b_128><c_50>']",<a_229><b_105><c_188>
223,A3142,['Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion'],"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",[84],181,['<a_104><b_186><c_66>'],<a_107><b_93><c_0>
224,A7505,"['ROBO 3D R1 Plus 10x9x8-Inch ABS/PLA 3D Printer, White (A1-0002-000)', 'eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue', 'BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm']","3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK","[2145, 2157, 2477]",3112,"['<a_197><b_62><c_112>', '<a_223><b_126><c_16>', '<a_223><b_160><c_251>']",<a_223><b_80><c_3>
225,A871,"['YKS 6 Inch Carbon Fiber Composite Vernier Digital Caliper Ruler With Big Screen', 'iGaging ABSOLUTE ORIGIN 0-6"" Digital Electronic Caliper - IP54 Protection/Extreme Accuracy']","Scotch Heavy Duty Shipping Packaging Tape, 3"" Core, 1.88"" x 54.6 Yards, 6-Rolls (3850-6)","[2218, 266]",77,"['<a_104><b_17><c_26>', '<a_104><b_60><c_152>']",<a_202><b_162><c_47>
226,A406,"['Dremel 9933 Structured Tooth Tungsten Carbide Cutter', 'Fluke 1AC-A1-II VoltAlert Non-Contact Voltage Tester', 'Uxcell a11042100ux0278 5 x 3 Terminals Poles PCB Screw Terminal Block Connector, 300V 16A', 'Shoe GOO&reg; Adhesive, 3.7 fl oz', 'Justrite AccuFlow 7225420 Type II Galvanized Steel Safety Can with 5/8"" Flexible Spout, 2.5 Gallon Capacity, Green', 'RJ45 Tester, Continuity Tester, Coax Tester, LAN Scout Jr. Continuity Tester Klein Tools VDV526-052']","Gorilla Tape, Black Tough & Wide Duct Tape, 2.88"" x 30 yd, Black, (Pack of 1)","[1380, 206, 1381, 1382, 1383, 1384]",377,"['<a_193><b_198><c_164>', '<a_36><b_4><c_7>', '<a_73><b_18><c_25>', '<a_122><b_52><c_0>', '<a_44><b_158><c_169>', '<a_211><b_233><c_231>']",<a_202><b_52><c_132>
227,A6730,"['Joe Knows Electronics 1/2W 86 Value 860 Piece Resistor Kit', 'Times Microwave Professional Weatherproof Self-Bonding Silicone Sealing Tape for Coax Connectors / Antennas (1.5"" x 15\')', 'Joe Knows Electronics 5mm Clear Round LED Assortment (100 Pack, 5 Colors, 20 of Each)', 'Uxcell a12022900ux0327 Power Transformer Ferrite Toroid Cores (Pack of 10)']","Capacitor - Variable, Single, 365 pF, CW Rotation","[2649, 3395, 1765, 2614]",2685,"['<a_73><b_174><c_2>', '<a_202><b_202><c_88>', '<a_73><b_175><c_247>', '<a_73><b_28><c_245>']",<a_236><b_22><c_86>
